sentence,tokens,bio_tags
want {difficulty: somewhat tough} path please,"want, somewhat, tough, path, please","O, B-difficulty, I-difficulty, O, O"
Never run here before need a route,"Never, run, here, before, need, a, route","O, O, O, O, O, O, O"
Doing {route_length: 13 km} today starting at {start_location: sukkot street} {loca_start_num: 84},"Doing, 13, km, today, starting, at, sukkot, street, 84","O, B-route_length, I-route_length, O, O, O, B-start_location, I-start_location, B-loca_start_num"
need {route_length: 18.5 km} {difficulty: intense} path,"need, 18.5, km, intense, path","O, B-route_length, I-route_length, B-difficulty, O"
"Generate a {difficulty: not hard} route for me from {start_location: yedioth} {loca_start_num: 74} to {end_location: yedioth} {loca_end_num: 36}, covering {route_length: 15 kilometers}.","Generate, a, not, hard, route, for, me, from, yedioth, 74, to, yedioth, 36, ,, covering, 15, kilometers, .","O, O, B-difficulty, I-difficulty, O, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num, O, O, B-route_length, I-route_length, O"
"Gonna do {route_length: 10 kilometers} today, where should I head from {start_location: herzog} {loca_start_num: 73}?","Gonna, do, 10, kilometers, today,, where, should, I, head, from, herzog, 73, ?","O, O, B-route_length, I-route_length, O, O, O, O, O, O, B-start_location, B-loca_start_num, O"
"First time runner here, would appreciate a beginner-friendly route somewhere scenic in the city","First, time, runner, here,, would, appreciate, a, beginner-friendly, route, somewhere, scenic, in, the, city","O, O, O, O, O, O, O, O, O, O, O, O, O, O"
start from {start_location: shavit street} {loca_start_num: 17} to {end_location: mamilla},"start, from, shavit, street, 17, to, mamilla","O, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location"
{start_location: yigael yadin street} {loca_start_num: 64} to {end_location: al-wad},"yigael, yadin, street, 64, to, al-wad","B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location"
looking for {difficulty: difficult but rewarding} route {route_length: 20.0 km},"looking, for, difficult, but, rewarding, route, 20.0, km","O, O, B-difficulty, I-difficulty, I-difficulty, O, B-route_length, I-route_length"
"Plan a route from {start_location: shaare zedek street} {loca_start_num: 49}, and make it {route_length: 18.5 km}.","Plan, a, route, from, shaare, zedek, street, 49, ,, and, make, it, 18.5, km, .","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, B-route_length, I-route_length, O"
something {difficulty: challenging} around {route_length: 6 kilometers},"something, challenging, around, 6, kilometers","O, B-difficulty, O, B-route_length, I-route_length"
planning my evening jog need suggestions,"planning, my, evening, jog, need, suggestions","O, O, O, O, O, O"
wheres good for evening jog?,"wheres, good, for, evening, jog?","O, O, O, O, O"
where do locals run?,"where, do, locals, run?","O, O, O, O"
Make me a route from {start_location: frishman} {loca_start_num: 38},"Make, me, a, route, from, frishman, 38","O, O, O, O, O, B-start_location, B-loca_start_num"
need {difficulty: moderate effort} morning run,"need, moderate, effort, morning, run","O, B-difficulty, I-difficulty, O, O"
Taking the stroller today from {start_location: shoshana damari} {loca_start_num: 95},"Taking, the, stroller, today, from, shoshana, damari, 95","O, O, O, O, O, B-start_location, I-start_location, B-loca_start_num"
planning my evening jog need suggestions,"planning, my, evening, jog, need, suggestions","O, O, O, O, O, O"
looking for a nice morning jog route nothing too crazy,"looking, for, a, nice, morning, jog, route, nothing, too, crazy","O, O, O, O, O, O, O, O, O, O"
from my place on {start_location: ha-nevi'im street} to the park,"from, my, place, on, ha-nevi'im, street, to, the, park","O, O, O, O, B-start_location, I-start_location, O, O, O"
looking for {difficulty: medium} route {route_length: 4.0 kilometers},"looking, for, medium, route, 4.0, kilometers","O, O, B-difficulty, O, B-route_length, I-route_length"
Need help planning tomorrow's run - something that starts from {start_location: rashi} {loca_start_num: 60} and is about {route_length: 16.0 kilometers} with some interesting neighborhoods along the way,"Need, help, planning, tomorrow's, run, -, something, that, starts, from, rashi, 60, and, is, about, 16.0, kilometers, with, some, interesting, neighborhoods, along, the, way","O, O, O, O, O, O, O, O, O, O, B-start_location, B-loca_start_num, O, O, O, B-route_length, I-route_length, O, O, O, O, O, O, O"
Planning a social run - need a {difficulty: easy} {route_length: 13 kilometers} route with good stopping points,"Planning, a, social, run, -, need, a, easy, 13, kilometers, route, with, good, stopping, points","O, O, O, O, O, O, O, B-difficulty, B-route_length, I-route_length, O, O, O, O, O"
{start_location: shamai street} {loca_start_num: 91} to {end_location: hanesher} {loca_end_num: 92},"shamai, street, 91, to, hanesher, 92","B-start_location, I-start_location, B-loca_start_num, O, B-end_location, B-loca_end_num"
Meeting friends for a run - what's a good {route_length: 10-15 km} route near {start_location: efraim street} {loca_start_num: 44}?,"Meeting, friends, for, a, run, -, what's, a, good, 10-15, km, route, near, efraim, street, 44, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num, O"
Looking for a nice morning running path that starts from my apartment on {start_location: chana senesh street} {loca_start_num: 90} and heads towards the sea - something around {route_length: 13 kilometers} would be perfect,"Looking, for, a, nice, morning, running, path, that, starts, from, my, apartment, on, chana, senesh, street, 90, and, heads, towards, the, sea, -, something, around, 13, kilometers, would, be, perfect","O, O, O, O, O, O, O, O, O, O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, O"
Generate a running route from {start_location: ha-nevi'im} {loca_start_num: 53} to {end_location: mordechai zeira street} {loca_end_num: 99}.,"Generate, a, running, route, from, ha-nevi'im, 53, to, mordechai, zeira, street, 99, .","O, O, O, O, O, B-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num, O"
Need a tempo run route - {difficulty: flat and easy} {route_length: 3.0 km} from {start_location: even gvirol street} {loca_start_num: 63},"Need, a, tempo, run, route, -, flat, and, easy, 3.0, km, from, even, gvirol, street, 63","O, O, O, O, O, O, B-difficulty, I-difficulty, I-difficulty, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
senior runner want {difficulty: slightly challenging} path {route_length: 15.0 kilometers} start {start_location: sand dune} {loca_start_num: 42} finish {end_location: dance quarter street} {loca_end_num: 97},"senior, runner, want, slightly, challenging, path, 15.0, kilometers, start, sand, dune, 42, finish, dance, quarter, street, 97","O, O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
plz plan {difficulty: very hard} path {route_length: 6.5 km} from {start_location: ezekiel street} {loca_start_num: 71} 2 {end_location: carmel market street} {loca_end_num: 94},"plz, plan, very, hard, path, 6.5, km, from, ezekiel, street, 71, 2, carmel, market, street, 94","O, O, B-difficulty, I-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, I-end_location, B-loca_end_num"
senior runner want {difficulty: easy} path {route_length: 20.0 kilometers} start {start_location: emek refaim street} {loca_start_num: 68} finish {end_location: baka street} {loca_end_num: 74},"senior, runner, want, easy, path, 20.0, kilometers, start, emek, refaim, street, 68, finish, baka, street, 74","O, O, O, B-difficulty, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
gimme a {difficulty: medium} route {route_length: 20.0 kilometers},"gimme, a, medium, route, 20.0, kilometers","O, O, B-difficulty, O, B-route_length, I-route_length"
want {difficulty: intense} track about {route_length: 13.5 kilometers},"want, intense, track, about, 13.5, kilometers","O, B-difficulty, O, O, B-route_length, I-route_length"
training for marathon need long route,"training, for, marathon, need, long, route","O, O, O, O, O, O"
Easy recovery run - need a {route_length: 400 meters} route near {start_location: alexander zarchin street} {loca_start_num: 14},"Easy, recovery, run, -, need, a, 400, meters, route, near, alexander, zarchin, street, 14","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
Advanced runner looking for a challenging {route_length: 16 kilometers} route from {start_location: chava alberstein} {loca_start_num: 93},"Advanced, runner, looking, for, a, challenging, 16, kilometers, route, from, chava, alberstein, 93","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
"Time trial day, need a flat {route_length: 9.5 kilometers} route from {start_location: moshe sharett} {loca_start_num: 15}","Time, trial, day,, need, a, flat, 9.5, kilometers, route, from, moshe, sharett, 15","O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, B-loca_start_num"
staying near {start_location: beersheba} need running route,"staying, near, beersheba, need, running, route","O, O, B-start_location, O, O, O"
can u make {difficulty: medium} running route {route_length: 6 kilometers} from {start_location: abba eban street} {loca_start_num: 17} 2 {end_location: maskit street} {loca_end_num: 89},"can, u, make, medium, running, route, 6, kilometers, from, abba, eban, street, 17, 2, maskit, street, 89","O, O, O, B-difficulty, O, O, B-route_length, I-route_length, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O, B-end_location, I-end_location, B-loca_end_num"
Ready to run from {start_location: pierre koenig street} {loca_start_num: 39},"Ready, to, run, from, pierre, koenig, street, 39","O, O, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
make me {difficulty: extreme difficulty} route from {start_location: levinsky street} {loca_start_num: 4},"make, me, extreme, difficulty, route, from, levinsky, street, 4","O, O, B-difficulty, I-difficulty, O, O, B-start_location, I-start_location, B-loca_start_num"
Where should I run today?,"Where, should, I, run, today?","O, O, O, O, O"
need help planning route,"need, help, planning, route","O, O, O, O"
Can you create a {difficulty: challenging} run to {end_location: mount carmel} {loca_end_num: 44}?,"Can, you, create, a, challenging, run, to, mount, carmel, 44, ?","O, O, O, O, B-difficulty, O, O, B-end_location, I-end_location, B-loca_end_num, O"
need running suggestions please,"need, running, suggestions, please","O, O, O, O"
Visiting the area - where can I do a quick {route_length: 7 kilometers} run near {start_location: around here}?,"Visiting, the, area, -, where, can, I, do, a, quick, 7, kilometers, run, near, around, here, ?","O, O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, O"
need {route_length: 15.0 km} easy route,"need, 15.0, km, easy, route","O, B-route_length, I-route_length, O, O"
Gotta get my miles in - show me a {route_length: medium-length} loop from {start_location: marcus reiner street} {loca_start_num: 49},"Gotta, get, my, miles, in, -, show, me, a, medium-length, loop, from, marcus, reiner, street, 49","O, O, O, O, O, O, O, O, O, B-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num"
"Running late but gotta get my miles in, quick {route_length: 17.5 kilometers} route from {start_location: my gps location} {loca_start_num: 8}?","Running, late, but, gotta, get, my, miles, in,, quick, 17.5, kilometers, route, from, my, gps, location, 8, ?","O, O, O, O, O, O, O, O, O, B-route_length, I-route_length, O, O, B-start_location, I-start_location, I-start_location, B-loca_start_num, O"
running route recommendations?,"running, route, recommendations?","O, O, O"
